,Word,Occurance
29151,albeit,1
29152,liars,13
29153,httpwwwrealclearpoliticscomvideo20141117obamain2006ivestolenideasfromjonathangruberhtml,1
29154,halt,5
29155,womenwhowork,1
29156,httpwwwyoutubecomwatchvrg5b7vfhseg,1
29157,negotiable,1
29158,joblink31,1
29159,daniel10ynwa,1
29160,sgrifkin,1
29161,gretadonaldtrump,1
29162,25k,12
29163,payable,1
29164,tahmooressii,1
29165,forwarded,1
29166,kindpictwittercomwvgelwyc5w,1
29167,ettuandyou,1
29168,therealmasons,1
29169,httpstwittercomtherealmasonsstatus535051038941003776photo1pictwittercom8qga0ocefg,1
29170,andrewtahmoorissi,1
29171,rafaelmerrydel1,2
29172,ferguson,10
29173,lunching,1
29174,httpowlyeeqx7,1
29175,urbandaddy,1
29176,change—they,1
29177,tv3xpose,1
29178,httpwwwtv3ieentertainmentarticlephplocid1803811article151282,1
29179,figure’,1
29180,crafting,2
29181,lawhttphotaircomarchives20141118demsadmitgruberimportantfigure,1
29182,publicize,1
29183,jakemurray32,1
29184,trio,4
29185,seaside,1
29186,httpwwwlinksmagazinedigitalissuescomlinksmagazinegreatdestinationshotlinkspg29,1
29187,cosby,3
29188,nevertheless,13
29189,subvert,4
29190,httpwwwlinksmagazinedigitalissuescomlinksmagazinegreatdestinationshotlinkspg29pm1u1friendpg29,1
29191,mattblunt,1
29192,stake,9
29193,spacehttpwwwtrumptowernycom,1
29194,sucker,2
29195,seconds,5
29196,httppoliticssuntimescomarticlechicagoriverfrontsignsreineddonaldtrumpgetslastlaughthu111320141037am,1
29197,httpwwwforbestravelguidecomtorontocanadahotelstrumpinternationalhoteltowertoronto,1
29198,httpwwwtrumphotelcollectioncomchicagochicagoeventvenuesphp,1
29199,slackers,2
29200,suntimes’,2
29201,cstearlyoften,1
29202,fspielman,1
29203,loom,1
29204,httppoliticssuntimescomarticlechicagocouncilsignrulesmeantrumpnamewillloomlargeriverwed111920141018am,1
29205,prevent,9
29206,este’s,1
29207,cylindrical,1
29208,httpwwwtrumpcomrealestateportfoliopuntadelestetrumptowerpuntadelesteasp,2
29209,o’brien,3
29210,scottsummerhall,1
29211,chicagoby,1
29212,gsurrette,1
29213,speakerpga,1
29214,pictwittercomgvnjdqrxf9,1
29215,annaliotta,1
29216,286,1
29217,nongolfers,1
29218,expressed,6
29219,millennials,3
29220,pgaplaygolfbob,1
29221,pga14,1
29222,tmsgpga,1
29223,preaches,2
29224,pga14annual,2
29225,pictwittercom6odjxrvrzn,1
29226,colinmeeks,1
29227,abcsharktank,2
29228,nehemiahisrael,1
29229,spicedevilz,2
29230,tvtagwwe,1
29231,smackdown,1
29232,httpstwittercomtvtagwwestatus535965772510945280photo1pictwittercomk8ljog0tbx,1
29233,httpgopgacom11lq82w,1
29234,pictwittercom4ifrhm0a3k,1
29235,highendgear,1
29236,httpamzntoycg0in,1
29237,jdougherty3,1
29238,seventeen,1
29239,sidelinesev,2
29240,httpstwittercomsidelinesevstatus536038525976989696photo1pictwittercomqp44sondne,1
29241,pinnaurato,1
29242,revisitingthefight,1
29243,45th,2
29244,aaronschock,1
29245,riser,1
29246,agoraindex,1
29247,kidwithdream,1
29248,uf9606084212012,2
29249,toneantone96,2
29250,drdardano,2
29251,pictwittercom5a9luscaqs,1
29252,futureicon,2
29253,pinksugar61,1
29254,pressured,7
29255,drrita39,3
29256,multitude,1
29257,trumpgreat,1
29258,russiannavyblog,4
29259,trumppalin,1
29260,dudum234,1
29261,was14,1
29262,montanawoman56,1
29263,grammasu52,1
29264,iamnextroom,1
29265,ghostofxerxes,1
29266,dcin,1
29267,kellykoson,1
29268,mrinsaf,5
29269,yllsadiku,2
29270,mrpesident,1
29271,dtrump,2
29272,devinsmrekar,1
29273,nascar,11
29274,tracylynnclark1,1
29275,mileswynn3,5
29276,sallyann,3
29277,plate,6
29278,fraudinchief,1
29279,shmopniggadick,3
29280,jaskulskidiane,2
29281,lillytwotimes,1
29282,pleaseeee,1
29283,dianeinvegas,1
29284,e1e5672d96c747cmr,1
29285,trumpwe,1
29286,jeopardize,2
29287,countryyour,1
29288,musicislife1239,1
29289,kenjohnson21,1
29290,sintianiej,5
29291,jurisprude1donaldtrump,1
29292,saysbut,1
29293,jordanmeuleners,1
29294,sechagel,1
29295,clue—grossly,1
29296,outmatched,1
29297,ddrocks777,1
29298,nytimestravel,1
29299,httpnytims1q3ywvv,1
29300,httpinstagramcompvyn35yghyv,1
29301,shortest,2
29302,tenures,1
29303,linkedinpulse,1
29304,nicholaswyman,1
29305,trumphttpswwwlinkedincompulse2014112216154123779715whatallhiringmanagerscanlearnfromdonaldtrump,1
29306,lowers,1
29307,invites,1
29308,lawlessness,2
29309,riots,13
29310,dmellette,1
29311,2k16,2
29312,abdulakbarzai1,1
29313,divide,4
29314,decadesif,1
29315,fractured,1
29316,looting,1
29317,findings,7
29318,httpwwwtrumpvegascondoscomutma17136135071406042263141658917214168472139utmb12101416847213utmc1utmxutmz1141684721399utmcsrtrumpinternationalpalmbeachescomutmccnreferralutmcmdreferralutmcctutmvutmk76583829,1
29319,communitythey,1
29320,fared,1
29321,travlandleisures,2
29322,httpgooglvswybu,1
29323,dives,2
29324,inhttptinyurlcoml8h6gh5,1
29325,24k,1
29326,traveltuesday,1
29327,moore2score,2
29328,imdruchainz,1
29329,up1775,3
29330,mattfeierabend,1
29331,longviewmayor,1
29332,ogrumple,2
29333,ritaevelynyanez,1
29334,jeromegottlieb,1
29335,waitingfortrump2016,1
29336,gmoney8500,1
29337,spine,3
29338,sjfloyd06,1
29339,registering,4
29340,jsandoval7,1
29341,lovelylaura21,4
29342,southroyce,1
29343,joshuaalthinai,1
29344,spbowl,1
29345,tylermostdope,1
29346,afrangione8,1
29347,spencemac96,1
29348,bmariebrown99,1
29349,trumpcollections,2
29350,tumblrhttptrumpcollectioncogiftguide,1
29351,writeup,2
29352,thedailymeal,1
29353,sous,1
29354,trumplasvegashttpgoogldpgkim,1
29355,mattygucci,1
29356,bigjextfitness,1
29357,ijano27,1
29358,lk,1
29359,expectation,1
29360,tiberias84,1
29361,o2okito,1
29362,nicofazioprod,1
29363,sanfransuperman,1
29364,southheastt,3
29365,joyous,1
29366,guides,1
29367,tylerthekicker,2
29368,jerrysan52,3
29369,combohe,1
29370,jebburtonracing,3
29371,pictwittercomiuiqe46sxk,1
29372,wesleyminga,1
29373,smchenrypower,1
29374,unsuccessful,2
29375,aging,1
29376,relationsbut,1
29377,jabupaqatago,1
29378,irelandclare,1
29379,fearless,7
29380,pianobeccadonald,1
29381,realy,1
29382,tigers2iron,1
29383,pianobecca,20
29384,polomurillo101,1
29385,goinghan,1
29386,joshhasadog,2
29387,tip66,1
29388,olyagradova,1
29389,darn,3
29390,httpstwittercomjoshhasadogstatus538294698658369536photo1pictwittercom8wez1ose16,1
29391,ladykingadejavu,1
29392,httpinstagramcompv8t4meevsj,1
29393,sintianiejdonaldtrump,1
29394,rtd,1
29395,meee,1
29396,presedent,5
29397,tump2016,7
29398,bugsben20,2
29399,tylerclodfelter,2
29400,httpstwittercomtylerclodfelterstatus538811120073867264photo1pictwittercomu404zzun6v,1
29401,jcrmtxus,1
29402,giantsandles,1
29403,bobmenziesgolf,2
29404,nancymiracle,2
29405,abunnieslife,2
29406,httpstwittercomabunnieslifestatus538890584489226242photo1pictwittercom4dttg1luz1,1
29407,odinviking76,1
29408,jhasseyjr,1
29409,cmille,3
29410,msmoldt,1
29411,gytu,1
29412,golfeventplan,1
29413,pictwittercompkrsiif7ar,1
29414,craigeaton12,3
29415,trumpthank,1
29416,decreasing,1
29417,samkeady,1
29418,superhero,1
29419,mychemicalcarli,1
29420,pictwittercompicy01jpzd,1
29421,deannalea,2
29422,presidenttrump,7
29423,greatgaetano,1
29424,str8,1
29425,foward,1
29426,ceovince,2
29427,topcat33831795,1
29428,alsharpton,1
29429,httpbitly1z7sbrw,1
29430,o’donnell,4
29431,httpinstagramcompweiyegmhwi,1
29432,httpwwwtrumphotelcollectioncomwashingtondcluxurywashingtondchotelsphp,1
29433,httpinstagramcompwe9oucghro,1
29434,nycparks,1
29435,repairing,1
29436,yeeeeeech,1
29437,maxmfoto,1
29438,realdonaldtrump’s,3
29439,cameo,3
29440,eyeamsmf,1
29441,simultaneously,3
29442,congress’,2
29443,purse,3
29444,oconnellpostbizbidding,1
29445,inaugurationpick,1
29446,potushttpwwwwashingtonpostcomnewsdiggerwp20141201biddingtostayattrumpshotelfor2017inaugurationpickthenextpresident,1
29447,jermaholic,1
29448,theviewterrible,1
29449,ratingsmalcontent,1
29450,questionhttpwwwtmzcom20141201rosieodonnelltheviewseasonratingsdownrude,1
29451,tmzpolitics,5
29452,taylorgianfermi,1
29453,httpswwwfacebookcomvideophpv10154879521400725,1
29454,notorious,1
29455,bozo,2
29456,bjkizer74,3
29457,crushing,8
29458,cowardinchief,1
29459,celebritytroll,1
29460,brad202b,1
29461,aswell,1
29462,httptmime1esoi5,1
29463,itsryanhilton,7
29464,mahas,1
29465,conceptceleb,1
29466,1kathleen75,3
29467,iluvmorso,1
29468,kellymckayshow,3
29469,leezagibbons,42
29470,msvivicafox,28
29471,jules2010,2
29472,ianziering,25
29473,ttys,1
29474,jessarrigo,1
29475,gcc,1
29476,httpwwwtradearabiacomnewscons270595html,1
29477,tradearabia,1
29478,sophocles,1
29479,httpwwwnewsmaxcomthewiretrumprunpresidentgop20141201id610346,1
29480,burt,1
29481,reynolds,2
29482,advicehe,1
29483,48httpowlyew7jw,1
29484,joelaschbrenner,1
29485,landexpo,9
29486,des,20
29487,moineshttpwwwdesmoinesregistercomstorymoneybusinessdevelopment20141201donaldtrumplandinvestmentexpowestdesmoines19742455,1
29488,peoplescompany,3
29489,moines,19
29490,iowahttppeoplescompanycomblog2014realestatemagnatedonaldjtrumptoheadline2015landinvestmentexpo,1
29491,view’,1
29492,stewy1510,1
29493,thefulldish,1
29494,amfam2013,1
29495,samcgirl,7
29496,dmartinmmxii,1
29497,striketrump,1
29498,leenall,1
29499,saltytrey,1
29500,kvstravel,1
29501,clintonbush,1
29502,holacatarina,1
29503,lovehim,1
29504,mrjonathandavis,1
29505,andrewschinds,1
29506,gqmurphy,1
29507,peterbollini,3
29508,speakingtruth11,2
29509,knack,2
29510,jeffferrier,1
29511,schooler,1
29512,louisekruger1,2
29513,favoutite,1
29514,billpickle,1
29515,tlrchrstphrbrsn,3
29516,dawnpatrol,1
29517,dankonservative,1
29518,crowhogan33,1
29519,mrjgp,1
29520,salvato231janet,1
29521,dunkarooney,1
29522,kaitlinbunch,2
29523,enlightea,1
29524,worldsreal,1
29525,pleasewhen,1
29526,aphonapelma,3
29527,halls,2
29528,majorgoob,1
29529,pictwittercomddqx3lldmq,1
29530,michaelmeram,2
29531,tylerbelawske,1
29532,metalfirefrog,1
29533,murphytasha,1
29534,shelbytaylor3,2
29535,saggaswagga,2
29536,mikerugg1,2
29537,ovotim,1
29538,gibsonluke7,1
29539,trump2016all,1
29540,kenjlthomson,1
29541,hotdamsel2,1
29542,fackinpeter,21
29543,christina820x,1
29544,nbcnews,43
29545,amegarity,1
29546,worrywarto,1
29547,yahoonews,2
29548,abcnews,3
29549,jagbarron,1
29550,httpwwwyoutubecomwatchvi2tpkbjccusnstw,1
29551,httpinstagramcompwj3e9sghxq,1
29552,httpwwwtrumphotelcollectioncomchicagochicagomeetingfacilitiesphp,1
29553,httpwwwtrumphotelcollectioncomsohospecialsringin2015highabovenyc,1
29554,httpwwwcnsnewscomnewsarticlesusanjonesstatedepthasnotcancelledpassportsanyisisorforeignfighters,1
29555,rr,1
29556,httphostedaporgdynamicstoriesuusobamafundraisingsiteapsectionhometemplatedefaultctime20141202194857,1
29557,blindfold,1
29558,httpamznto1chwrpr,1
29559,pictwittercom84fvm3janw,1
29560,bucezoxisesu,1
29561,raisingarlic,1
29562,baileyandy69,1
29563,wayneaschneider,1
29564,tpratt31just,1
29565,homealone2,2
29566,dkielbiski,1
29567,vidopisugam,1
29568,coltswynn,2
29569,pictwittercomrzcgbco8hd,2
29570,dietztaa9,1
29571,tacosandmore,1
29572,gadgethttpwwwnytimescom20141204opinionwhatsyouridealgadgethtml,1
29573,eyeing,1
29574,houseill,1
29575,winhttpwwwnewsmaxcomnewsfrontmelaniebatleydonaldtrumpwhitehouse20141203id610885,1
29576,httpwwweconomiccluborgindexcfm,1
29577,httpthehillcompolicydefenseovernights225785overnightdefensebudgetwouldcutmilitarybenefits,1
29578,thousand,6
29579,explanations,2
29580,guinness,1
29581,httpinstagramcompwm83crghri,1
29582,mogainc,1
29583,adidasfevernova,1
29584,cc1285,1
29585,roles,2
29586,chrisr2014,10
29587,mmayer87,6
29588,thereelchrislee,1
29589,steff17brown,1
29590,cfdmthompson,1
29591,httpstwittercomcfdmthompsonstatus541706087662362624photo1pictwittercomdxon6czemf,1
29592,licant,1
29593,httpowlye7k7j,1
29594,nyconf,2
29595,sundropaholic,1
29596,kylediehl34,1
29597,fasttracktalent,1
29598,terrellowens,8
29599,getyourpopcornready,1
29600,margenur,1
29601,ladyhope,1
29602,bcomes,1
29603,potusknow,1
29604,busybut,1
29605,southpaw08,1
29606,steveaustin36,1
29607,teresalynnarthu,1
29608,busyevent,1
29609,httpstwittercombusyeventstatus541748860352094208photo1pictwittercomzosoovbbux,1
29610,starsentlive,3
29611,httpbuffly1g4xjrt,1
29612,pictwittercomq07v3qqopc,1
29613,victahh11,1
29614,ericgarner,1
29615,adamhasasneh,1
29616,matthewmercer7,1
29617,josethepaisa,1
29618,harborso,1
29619,mynameislong1,2
29620,nobrainer,1
29621,appmaster12,1
29622,bavw86,1
29623,fgthegman,1
29624,liammckercher,1
29625,bucks,1
29626,shoot69towin,1
29627,holidayshave,1
29628,wps1879ltd,1
29629,foxandfriendsshould,1
29630,httpbitly1vvk8bj,1
29631,pictwittercomof4tdv6rul,1
29632,completion,4
29633,trumpvancouvers,1
29634,httpwwwtrumpvancouvercombuildinghtml,1
29635,pgatour’s,1
29636,httpwwwtrumphotelcollectioncommiamimiamigolfchampionshipphp,1
29637,expediahttpwwwtrumpcomhotelcollectiontrumppanamatrumppanamaasp,1
29638,ricko,1
29639,httpstarsentertainmentcom8850kevinjonasianzieringincelebrityapprenticefirstlook,1
29640,trumpireland’s,1
29641,resultsdriven,1
29642,massages,1
29643,httpwwwtrumphotelcollectioncomirelandsparesortsirelandphp,1
29644,proenergy,1
29645,httpfreebeaconcomnationalsecurityreportsobamamullingsanctionsonisrael,1
29646,kbseashell3,1
29647,chefmedz,1
29648,patricktrushell,1
29649,todayhad,1
29650,httpstwittercompatricktrushellstatus542127436105015296photo1pictwittercomvepmwltknv,1
29651,legendisland,1
29652,saban,2
29653,stationaryspace,2
29654,biggdaddy1989,1
29655,rehiring,1
29656,savehicno1,5
29657,thebrianm,1
29658,halarious,1
29659,roasting,1
29660,rockstar,1
29661,eggmac1,1
29662,couragious,1
29663,bernardv777,3
29664,wendijo24,1
29665,carriagewayguy,1
29666,mastered,1
29667,golfrecruiter,1
29668,oxygen,1
29669,realdarrin,2
29670,pictwittercombzfg6jlzbt,1
29671,pipo442,1
29672,abaker20,1
29673,mssng,2
29674,httpwwwbusinesswirecomnewshome20141208006674envicnjnlf8a,1
29675,businesswire,1
29676,jeromecorsi,3
29677,‘phony’,1
29678,economists,4
29679,agreehttpwwwwndcom201412donaldtrumpobamasjoblessfiguresphony,1
29680,exintelligence,1
29681,feinstein,6
29682,romneycareobamacare,2
29683,eviscerated,1
29684,golfweekbromine,1
29685,dubaihttpgolfweekcomnews2014dec09tigerwoodsdonaldtrumpgolfcoursedesigndubai,1
29686,optigan4,2
29687,overcaves,2
29688,tylerallreddd,2
29689,pictwittercom8t6o4p5eu8,1
29690,mikebayham,1
29691,amc,1
29692,decadesdidnt,1
29693,dleonaard,1
29694,katilynnpaygee,1
29695,flgormanhb,1
29696,iosuahh,1
29697,overtime,19
29698,fraudulent,40
29699,keelimunkres,1
29700,murphysociety,1
29701,golanlernerm,1
29702,optimu,1
29703,httpespn1d7npwl,1
29704,pictwittercomhe3prueajd,1
29705,zandio,1
29706,stopdividingtheusa,1
29707,nottinghams1,1
29708,fwproud,1
29709,johnroberts,1
29710,turncoat,1
29711,obamathedestroyer,1
29712,tweetbarryb,1
29713,pictwittercomts2q8yserk,1
29714,insidegolfnews,1
29715,jlanderson1999,1
29716,harpers1niter,2
29717,accidentalboss,1
29718,donaldtrumpforprez,1
29719,thetylers,2
29720,michhamber,1
29721,getawaysgolf,1
29722,zackbaird52,1
29723,illstaygolden,1
29724,alexbrochesmtv,1
29725,gpoch918,2
29726,joelleangeli,3
29727,lll30,2
29728,screening,3
29729,arenatv,2
29730,donnafins,1
29731,hangs,1
29732,fiteswithheart,1
29733,dhammie0897,1
29734,joelde,1
29735,equivalent,1
29736,bands,2
29737,patting,1
29738,mikecena2015,1
29739,bereasonable2,1
29740,cherelynn,2
29741,sirmikeadams,1
29742,timbowoods,4
29743,javitscenter,1
29744,rivetinghttpnypostcom20141209aleasenowinplayonbroadway,1
29745,rubenstein,2
29746,httpwwweconomiccluborgckfinderuserfilesfilestrump20media20advisorypdf,1
29747,monthhttpwwwdesmoinesregistercomstorynewspolitics20141210donaldtrumpaddsengagementsiowatripnextmonth20169103,1
29748,24th,3
29749,httpiowafreedomsummitcomp153,1
29750,2t,1
29751,operating,2
29752,tenants,1
29753,azigmann,1
29754,httpstwittercombestbergereverstatus542779764315258880,1
29755,al4uk,1
29756,killianzane,2
29757,nathangc,1
29758,ought,8
29759,stradegy,1
29760,vancouverproperty,1
29761,jayolson12,1
29762,rtmartinaz,2
29763,bentrawlins,2
29764,riding,2
29765,disservice,1
29766,us—they,1
29767,11alivenews,1
29768,speculation,2
29769,httpwww11alivecomstorynewsnationnow20141210trumpheadstoiowa20223657,1
29770,pamkeynen,1
29771,collapsehttpwwwbreitbartcombreitbarttv20141210trumpobamacarenotworkingforbusinessgoingtocollapse,1
29772,park’s,1
29773,locale,1
29774,httpwwwwollmanskatingrinkcomdefaultaspxpdynamicmodulepageid294078ssid175264vnf1,1
29775,pictwittercom1p25qhdvtr,1
29776,atitude,1
29777,grate,1
29778,napolion,1
29779,fortrump,1
29780,ordure,1
29781,pronto,1
29782,theladycolors,2
29783,redvetttes,1
29784,confirmation,10
29785,jamaica,4
29786,httpinstagramcompwex2bqghft,1
29787,imminent,3
29788,chop,2
29789,applauding,1
29790,httpwwwnewsmaxcomthewiretrumptigerteamgolf20141210id612322ixzz3lc3keglq,1
29791,jlorenz,1
29792,peterday20,1
29793,chainsawbrands,1
29794,sharknado,1
29795,jvas1110,1
29796,deprivation,1
29797,constancemcn,1
29798,waythe,1
29799,everclearking,1
29800,vikkitb,3
29801,worldthe,1
29802,toptv005,2
29803,thé,1
29804,yochambers,1
29805,presidentswar,1
29806,tmzsports,3
29807,httpdlvrit7mky1n,1
29808,anounce,1
29809,milllions,1
29810,baited,2
29811,olny,1
29812,experence,1
29813,tray24u1,1
29814,maximizenetwork,1
29815,decisiveconfident,1
29816,spark,1
29817,ignaciusg,1
29818,gifting,1
29819,onecherfan,1
29820,bb1fantambra,1
29821,hersheykissling,1
29822,genelingerfelt,2
29823,torturereport,2
29824,httpstwittercomgenelingerfeltstatus543603394057752576photo1pictwittercom8iybsapamy,1
29825,gdestefano95,1
29826,donaldin,1
29827,shoove11,1
29828,jetsbb,1
29829,ramifications,2
29830,bleak,1
29831,lindseyshanks,1
29832,pennave,1
29833,httpinstagramcompwmwzzzgel8,1
29834,susanmangels,1
29835,casev,1
29836,sheratonchicago,1
29837,pictwittercomwiqw8umkua,1
29838,madmandugow,1
29839,382lbs,1
29840,enforcer,2
29841,httpinstagramcompwmircyofep,1
29842,fomovancouver,1
29843,httpstwittercomfomovancouverstatus544295848910147584photo1pictwittercoma8qhixhvzv,1
29844,abel,1
29845,sony,7
29846,pascal,5
29847,forgiveness,5
29848,slurs,1
29849,tables,4
29850,pictwittercomvzapdwp6ne,1
29851,trumpforpresidemt,1
29852,musicbyjules,1
29853,sonys,1
29854,hilariousthanks,1
29855,sailingj,1
29856,interbrief,1
29857,gabriellamileti,1
29858,davidebergstein,1
29859,trumpwest,1
29860,talkers,4
29861,enemyworld,1
29862,alvinkaisi,1
29863,bigbobbywatson,1
29864,sap,1
29865,ncconserv,1
29866,antiamerica,2
29867,derekvarsalona,1
29868,blarescape3,2
29869,used2bmac,1
29870,florencedileo,1
29871,mrdonald,1
29872,trumphes,2
29873,targetlets,1
29874,wht,1
29875,transpires,1
29876,btwn,1
29877,sgrayva,1
29878,romerorobbins,1
29879,respectability,1
29880,viability,2
29881,kevengr7,1
29882,amercia,5
29883,chadj19,2
29884,fiscalresponsibility,1
29885,itsbenhorsfall,1
29886,twaggoner,1
29887,stoked,1
29888,sethsklar,1
29889,dpinsen,1
29890,njoh1234,4
29891,infamousnate22i,1
29892,rants,2
29893,therebut,1
29894,brunch,3
29895,trumpholidayshttpgoogliyu5ni,1
29896,httpwwwcspanorgvideo3233091conversationdonaldtrump,2
29897,harperbulletin,1
29898,washingtonhttpwwwwashingtontimescomnews2014dec14insidethebeltway2014yearofthelie,1
29899,httpwwwtvgrapevinecom20131212080411celebrityapprentice12607thecelebrityapprenticepremieressundayjanuary42015,1
29900,httpwwwweeklystandardcomblogslightsgooutbrieflywhitehouse821336html,1
29901,symbolic,1
29902,perseveres,1
29903,workshops,1
29904,httphostedaporgdynamicstoriesuusimmigrationoutreachsiteapsectionhometemplatedefaultctime20141212160415,1
29905,fattening,1
29906,alfred,4
29907,hitchcock,1
29908,dailymail,2
29909,chriskitching,1
29910,17mhttpwwwdailymailcouktraveltravelnewsarticle2873392luxurypenthousetrumptowerhotelcondoskyscrapersellsrecord108millioncost95millionfinishithtml,1
29911,rickklein,3
29912,alexmallin,1
29913,l3nny85,3
29914,senjohnmccain,6
29915,wolfblitzer,7
29916,smokeybearhug,1
29917,tpratt31,1
29918,weneedapatriot,1
29919,1600pennsylvaniaave,1
29920,patriotwithabrain,1
29921,matthewclement4,1
29922,ferlpb,1
29923,rightwingmerca,1
29924,scottishrecipes,1
29925,httpwwwscottishrecipescoukbestrestaurantsinscotlandphp,1
29926,getsthrubuckner,1
29927,kyle42120,2
29928,realchange,1
29929,youhavemyvote,2
29930,invade,5
29931,salvation,1
29932,httpgossipextracom20141213maralagopalmbeachsalvationarmygala4239,1
29933,gossipextra,1
29934,newyearseve,1
29935,package,10
29936,httpwwwtrumphotelcollectioncommiamispecialsnewyearsevecelebrationaccommodationpackage,1
29937,cspanconversation,1
29938,trumpeconomic,1
29939,bush’,1
29940,httpbitly1acezad,1
29941,fox5newsdc,1
29942,substantial,7
29943,2016httpwwwdailymailcouknewsarticle2875535presidenttrumpapprenticestarsaysssubstantialchancellrun2016slapsgopwhitehousehopefultedcruzborncanadahtml,1
29944,routinely,5
29945,droning,1
29946,crosshairs,1
29947,goaheadhttpwwwscotsmancomnewsscotlandtopstoriesdonaldtrumpsturnberryplangetsgoahead13635304,1
29948,wbjonline,1
29949,wbjholan,1
29950,dchttpwwwbizjournalscomwashingtonblog201412donaldtrumphintsatpresidentialrunpromiseshtml,1
29951,trumpnewyearsrespictwittercomhmfrhuoiwt,1
29952,wjcarter,1
29953,httpnwsmx1gtcivq,1
29954,etchttpvideofoxnewscomv3946042960001trumpimgiving2016veryseriousthoughtplaylistid930909826001spshowclips,1
29955,oconnellpostbizdonald,1
29956,chefjoseandres,2
29957,restauranthttpwwwwashingtonpostcomnewsdiggerwp20141217donaldtrumplandsjoseandresforflagshiprestaurant,1
29958,golfdigest,5
29959,lukekerrdineen,1
29960,michaelbreed,1
29961,trumpferrypointhttpwwwgolfdigestcomblogstheloop201412michaelbreedtoopengolfacahtml,1
29962,jordynphelps,1
29963,‘last,1
29964,need’httpabcnewsgocompoliticsdonaldtrumpjebbushthingstoryid27646832utmsourcetwitterfeedutmmediumtwitter,1
29965,virginia’s,1
29966,vinifera,1
29967,varieties,1
29968,httpwwwtrumpwinerycom,1
29969,legalize,2
29970,bushhttpwwwnewsmaxcompoliticsdonaldtrumpjebbush20141216id613404,1
29971,theinterviewmovie,1
29972,httpinstagramcompwubafcghta,1
29973,marleykush,1
29974,teeroyd,2
29975,ectso,1
29976,eileenjael,1
29977,carrienguns,2
29978,dxdelafu,1
29979,rebelgirl1213,1
29980,nomorebush,1
29981,karenmonsour12,1
29982,vote4wallace,1
29983,jhauganiii,1
29984,jennyrogersdc,1
29985,andres,5
29986,rblairbrown,1
29987,earlallencarr,1
29988,jeremywinder,1
29989,cntravelers,2
29990,goldlist2015,2
29991,httpbitly1z0x8ke,2
29992,saveculzean,1
29993,httpwwwsaveculzeancom,1
29994,httpinstagramcompww2kpoghz1,1
29995,girlpowerhttpabcnewsgocomgmavideoivankatrumpbringsgirlpower27660621,1
29996,nmoralesnbc,2
29997,httpwwwthewrapcomnataliemoralesthomasrobertstohost63rdannualmissuniversepageant,1
29998,thewrap,1
29999,anthonymaglio,1
30000,nastiest,2
30001,httpahwdtvandwmn,1
30002,digs,3
30003,avenuehttpnewsyahoocomblogspowerplayersabcnewsinsidedonaldtrumpsnewdigsonpennsylvaniaavenue152707775html,1
30004,2016httpvideofoxbusinesscomv3946739397001erictrumponpotentialdonaldtrumppresidentialbidspshowclips,1
30005,scotlandnow,1
30006,£250million,1
30007,overhaul,2
30008,resorthttpwwwscotlandnowdailyrecordcouksportdonaldtrumpstarts250millionoverhaul4831866,1
30009,httptinyurlcomlr349kz,2
30010,conservreview,2
30011,jeffjlpa1,7
30012,outsiders,1
30013,httpswwwconservativereviewcomcommentary201412lordjebbushandtheoutsiders,1
30014,brianzajac,1
30015,sonypictures,1
30016,httpwwwwendyshowcom20141218donaldtrumptheinterviewvjnlpsae,1
30017,wendy’s,1
30018,httpgretawirefoxnewsinsidercomvideovideotrumpsonyhasnocouragenogutsitsextortion,1
30019,pigs,3
30020,slaughtered,3
30021,400k,2
30022,mcveighkevin,1
30023,illustration,1
30024,pictwittercomsfxfaeoe7m,1
30025,wartenberghans,1
30026,joshuablack2014,1
30027,seeclyde1,1
30028,httpgretawirefoxnewsinsidercomvideovideowhatdoesdonaldtrumpthinkaboutapotentialjebbushpresidentialcampaignclickhere,1
30029,tyrants,1
30030,expecting,6
30031,httpinstagramcompwzqp3amhramodaltrue,1
30032,legalized,2
30033,townhallcom,1
30034,runhttptownhallcomcolumnistsmatttowery20141217whytrumpshouldrunn1933322,1
30035,savannahmcpeek,1
30036,presidenthe,1
30037,veryodddog,8
30038,sakrev,1
30039,erotao,2
30040,undeniable,1
30041,rajeevicha,1
30042,jj55334767,2
30043,richly,4
30044,trumplooking,1
30045,grander,1
30046,2015you,1
30047,epitome,2
30048,tearsofthedying,1
30049,feyerwoman74,1
30050,harveypelovsky,1
30051,gclass914,1
30052,httpinstagramcompw14o7jazm,1
30053,jebbushisaidiot,1
30054,vladimirrussia7,5
30055,frickylie,1
30056,christophercud1,3
30057,babys,1
30058,100beachbumapp,1
30059,mloughlin,1
30060,etownsend739,1
30061,felicecori,1
30062,stkhlder3,5
30063,gaildemarest,1
30064,presidenthas,2
30065,integrityplease,1
30066,eyedusa,1
30067,susanandrews12,1
30068,pattynightgown,1
30069,bravowwhl,1
30070,kenyas,2
30071,lanejh,1
30072,mrcharlietoldme,1
30073,httpinstagramcompw5vbyflrgi,1
30074,regionalbank,1
30075,clearviewnyc,1
30076,moniquehorsey,3
30077,lovusa4,5
30078,psychiatrists,1
30079,iqcant,1
30080,absorb,2
30081,wunderkind,1
30082,shmann55donaldtrump,1
30083,presidente,2
30084,stacielarson777,1
30085,waiting4president,1
30086,rickroyer,1
30087,aplemonlemon,9
30088,trumpsupporter,3
30089,eamonweber,1
30090,denn,1
30091,jamersonhayes,5
